,Class,Subclass,Condena,Location,Victims,Date murder,Date Detention,Victim Profile
308,Asesino,Violador,Condenado a 61 años y 176 días de prisión el 25 de mayo de 2011,"Placilla Oriente, Valparaíso, Chile",2,6 de abril de 2010,9 de abril de 2010,10 de enero de 1970
309,Asesino en serie,4 +,Fue asesinado en prisión el 11 de junio de 1998,"Bogotá, Colombia",1997 - 1998,27 de febrero de 1998,1979,Omar Cepeda Rendón / Melco Berlandi Garavito Díaz / Fernando González Palma / Jaime Didier Téllez Ospina
310,Asesino,Secuestro - Infanticidio,Condenado a 23 años y 7 meses de prisión por detención ilegal y asesinato el 30 de noviembre de 2015,"Almería, España",1,25 de diciembre de 2012,27 de diciembre de 2012,24 de octubre de 1987
311,Asesino,Robo - El primer asesinato cometido en un tren británico,Fue ejecutado en la horca el 14 de noviembre de 1864,"Londres, Inglaterra, Gran Bretaña",1,9 de julio de 1864,24 de agosto de 1864,1841
312,Asesino en serie,Mutilación - Escuchaba voces en su cabeza que le insistían que un terremoto era inminente y sólo asesinando podría salvar California,"Condenado a cadena perpetua en agosto de 1973, con posibilidad de libertad condicional en 2025","Santa Cruz, Estados Unidos (California)",11 - 13,1972 - 1973,13 de febrero de 1973,18 de abril de 1947
313,Asesino,Hostigamiento - Robo con violencia,Condenado a 23 años de prisión el 11 de abril de 2017,"León, España",1,5 de abril de 2015,11 de septiembre de 2015,"Denise Pikka Thiem, de 40 años (turista estadounidense que realizaba el Camino de Santiago)"
314,Asesino en serie,Robos,Ejecutado en el garrote vil el 1 de abril de 1906,"Peñaflor, Sevilla, España",6,1900 - 1904,19 de diciembre de 1904,????
315,Asesino en serie,"“Sólo trato de purificar la tierra de prostitutas, drogadictos, homosexuales y asaltantes”",Condenado a 35 años de prisión el 14 de julio de 2010. Sentencia revocada. Declarado inimputable el 3 de febrero de 2011. Internado en el Pabellón de Psiquiatría del Penal de Lurigancho,"Huaral, Perú",17 - 25,2005 - 2006,28 de diciembre de 2006,28 de febrero de 1973
316,Asesino,Robos - Secuestros,"Condenado a cadena perpetua en 1976. Murió el 18 de diciembre de 2011 en Norwich, Gran Bretaña.","Varios lugares, Gran Bretaña",5,1974 - 1975,11 de diciembre de 1975,1 de agosto de 1936
317,Asesino en serie,Violador - Necrofilia - Mutilación,Ejecutado en la horca en Winnipeg el 13 de enero de 1928,"Varias, Canadá, Estados Unidos (California), Estados Unidos (Illinois), Estados Unidos (Nueva York), Estados Unidos (Oregón), Estados Unidos (Pensilvania), Estados Unidos (Washington)",22 - 25,1926 - 1927,10 de junio de 1927,12 de mayo de 1897
318,Asesino en serie,Necrofilia,Condenado a cadena perpetua en 1983. Murió bajo custodia en la prisión de Su Majestad Full Sutton el sábado 12 de mayo de 2018,"Londres, Inglaterra, Gran Bretaña",15,1978 - 1983,9 de febrero de 1983,23 de noviembre de 1945
319,Asesino,Mató a dos policías para evitar ser detenido,Fue abatido a tiros por la Policía el mismo día,"Santiago, Chile",2,23 de marzo de 2011,27 de mayo de 1942,"El subprefecto Marcelo Cristián Morales, de 38 años / La subinspectora Karim Jimena Gallardo, de 28"
320,Asesino en serie,Pederasta sádico - Secuestros - Descuartizamiento,Fue ejecutado en la horca en la prisión de San Quentin el 2 de octubre de 1930,"Riverside, Estados Unidos (California)",3 - 20,1926 - 1928,19 de septiembre de 1928,9 de noviembre de 1906
321,Asesino,Robo,Ejecutado en el garrote vil en la madrileña cárcel de Carabanchel el 17 de marzo de 1952,"Madrid, España",1,11 de enero de 1951,20 de enero de 1951,1928
322,Asesino en masa,Tiroteo en escuela,Se suicidó con un tiro en la cabeza cuando irrumpieron en la escuela unos policías que le hirieron en una pierna en un tiroteo,"Rio de Janeiro, Brasil",12,7 de abril de 2011,13 de julio de 1987,"Ana Carolina Pacheco da Silva, 13 años / Bianca Rocha Tavares, 13 años / Géssica Guedes Pereira, 14 años / Igor Moraes, 12 años / Karine Chagas de Oliveira, 14 años / Larissa dos Santos Atanásio, 13 años / Laryssa Silva Martins, 13 años / Luiza Paula da Silveira, 14 años / Mariana Rocha de Souza, 12 años / Milena dos Santos Nascimento, 14 años / Rafael Pereira da Silva, 14 años / Samira Pires Ribeiro, 13 años"
323,Asesino,"El crimen fue descubierto nueve años después merced al trabajo del detective Jorge Colomar y de la Policía, así como a un curioso acontecimiento que desencadenó la investigación",Condenado a 20 años de reclusión mayor en abril de 1989,"Caspe, Zaragoza, España",1 + 1,7 de marzo de 1978,1 de diciembre de 1986,1956
324,Asesino en serie,Violador - Mutilador,Condenado a cadena perpetua en enero de 1982. Murió en prisión el 2 de octubre de 2011,"Columbia Británica, Canadá",11,1980 - 1981,12 de agosto de 1981,1 de enero de 1940
325,Asesino en serie,Robos,Condenado a pena de muerte el 1 de abril de 1999. Conmutada por cadena perpetua en agosto de 1999. Muere en prisión el 27 de agosto de 2013,"Varios lugares, Ucrania",52,1989 / 1995 - 1996,16 de abril de 1996,25 de julio de 1959
326,Asesino en serie,Violador - Gerontofilia,Condenado a 86 años de prisión el 2 de enero de 1982. Puesto en libertad en diciembre de 1997. Condenado a 25 años de prisión en octubre de 2000,"Barcelona, España",4,1978 / 1979 / 1997,26 de febrero de 1979,1954
327,Asesino,Robo,Ejecutado en el garrote vil el 4 de octubre de 1956,"Alcudia de Carlet, Valencia, España",3,7 de noviembre de 1954,19 de abril de 1955,1900
328,Asesino,Parricida,En prisión a la espera de juicio,"Moraña, Pontevedra, España",2,31 de julio de 2015,Mismo día (intenta suicidarse),1975
329,Asesino,Parricida - Decidió matar a sus hijos antes de que pudieran vivir con su madre,Condenado a 34 años de prisión de 16 de junio de 1998. Muere el 8 de enero de 2016,"Sa Coma, Mallorca, España",2,3 de septiembre de 1996,7 de septiembre de 1996,1956
330,Crimen sin resolver,Sospechoso del asesinato de 8 parejas,Absuelto de todos los cargos por falta de pruebas el 13 de febrero de 1996. Hallado muerto en su casa el 22 de febrero de 1998,"Florencia, Italia",14 - 16,1968 - 1985,7 de enero de 1925,Antonio Lo Bianco y Bárbara Locci / Pasquale Gentilcore y Stefania Pettini / Giovanni Foggi y Carmela Di Nuccio / Stefano Baldi y Susanna Cambi / Paolo Mainardi y Antonella Migliorini / Horst Meyer y Uwe Rush / Claudio Stefanacci y Pia Rontini / Nadine Mauriot y Jean Michel Kravechvilj
331,Asesino en serie,Robos - Sodomía,Ejecutado en la horca en Kansas el 5 de septiembre de 1930,"Varias, Estados Unidos (Connecticut), Estados Unidos (Kansas), Estados Unidos (Maryland), Estados Unidos (Massachusetts), Estados Unidos (Nueva York), Estados Unidos (Pensilvania)",22,1920 - 1929,16 de agosto de 1928,28 de junio de 1891
332,Asesino en masa,Problemas de divorcio,Se suicidó disparándose el mismo día de los asesinatos,"Los Ángeles, Estados Unidos (California)",9,24 de diciembre de 2008,1963,5 mujeres y 4 hombres (su exmujer y sus familiares)
333,Asesino en serie,Robos,Murió en prisión el 16 de abril de 1989 antes de ser juzgado,"París, Francia",21,1984 - 1987,1 de diciembre de 1987,28 de noviembre de 1963
334,Asesino,Robos - Canibalismo,Ejecutado por ahorcamiento en el patíbulo de la prisión de Hobart Town el 19 de julio de 1824,"Tasmania, Australia",2 - 6,1822 - 1824,1790,Hombres (sus compañeros de presidio)
335,Asesino,Asesinato por encargo - Los cuerpos nunca fueron encontrados,Fue condenado a dos cadenas perpetuas el 30 de marzo de 1961. Posteriormente se le concedió la libertad condicional en 1982 debido a sus serios problemas de salud. Murió nueve días después,"Palm Beach, Estados Unidos (Florida)",2,15 de junio de 1955,4 de octubre de 1960,Desconocida
336,Asesino,Venganza - Teniente coronel de la Guardia Civil,Condenado por el Tribunal Militar Central a 46 años de prisión el 15 de junio de 2005,"Albacete, España",2,17 de junio de 2003,Mismo día (intenta suicidarse),1952
337,Asesino en serie,Tortura - Violación,Condenado a 268 años de prisión,"São Paulo, Brasil",11,1997 - 1998,4 de agosto de 1998,29 de noviembre de 1967
338,Asesino,Robo,Condenado a 52 años y 9 meses de prisión el 22 de diciembre de 2004,"Barcelona, España",2,11 / 22 de enero de 2003,30 de enero de 2003,1978
339,Asesino en serie,Violador en serie,Condenado a cadena perpetua el 26 de febrero de 2004,"Alto Hospicio, Iquique, Chile",14,1998 - 2001,4 de octubre de 2001,15 de julio de 1963
340,Asesino,Mata al presidente de la Audiencia de Ávila en represalia por una sentencia,"Condenado a 20 años de prisión, sustituida ""por el internamiento en un establecimiento, destinado a su curación"" al apreciar ""trastornos paranoides""","Ávila, España",1,26 de febrero de 1993,Mismo día,1931
341,Asesino en serie,Envenenador - Robos,Ejecutado en la guillotina el 25 de mayo de 1946,"París, Francia",27 +,1942 - 1944,31 de octubre de 1944,17 de enero de 1897
342,Asesino en serie,“Una vida sin homicidios para mí es como una vida sin alimentos para ustedes”,Condenado a cadena perpetua el 29 de octubre de 2007,"Moscú, Rusia",49 +,1992 - 2006,14 de junio de 2006,9 de abril de 1974
343,Asesino en serie,Violador - Descuartizamiento,"Condenado a cadena perpetua el 11 de diciembre de 2007, con posibilidad de libertad condicional tras cumplir 25 años","Columbia Británica, Canadá",6 - 49 +,1995 - 2001,2 de febrero de 2002,26 de octubre de 1949
344,Asesino,Homofobia - Robo,Condenado a 58 años de prisión el 14 de octubre de 2010,"Vigo, Pontevedra, España",2,13 de julio de 2006,Mismo día,1978
345,Asesino,Pistorius se convirtió en el primer atleta con las dos piernas amputadas de la historia en participar en unas Olimpiadas con atletas no discapacitados en los Juegos de Londres de 2012,"Condenado por un delito de asesinato el 3 de diciembre de 2015 después de que el Tribunal Supremo de Apelación aceptara el recurso de la Fiscalía, que pidió endurecer la anterior condena de cinco años por homicidio. Pistorius se enfrenta a una posible pena de al menos 15 años de prisión","Pretoria, Sudáfrica",1,14 de febrero de 2013,14 de febrero de 2013,22 de noviembre de 1986
346,Asesino,Violador,Fue condenado a cadena perpetua el 23 de enero de 1988,"Narborough, Leicestershire, Gran Bretaña",2,1983 - 1986,19 de septiembre de 1987,1960
347,Asesino,Motivo desconocido - Drogas,Condenado a 69 años de prisión el 30 de julio de 2013,"Castellar-Oliveral, Valencia, España",3,28 de octubre de 2011,Mismo día,1978
348,Asesino en serie,Violador - Robos,Condenado a cadena perpetua en 1950. Se suicida ahorcándose en prisión el 18 de febrero de 1958,"Varios lugares, Alemania",10 - 25,1946 - 1947,16 de abril de 1947,7 de julio de 1924
349,Asesino en serie,Policía - Atracos a entidades bancarias - Parricida,Se suicida de un disparo el 23 de octubre de 1985,"Varias, Alemania, Italia",6,1984 - 1985,15 de septiembre de 1951,"Siegfried Pfitzer, de 47 años / Eugene Wethey, de 37 / Wilfried Scheider, de 26 / Su esposa Ingeborg Poehlke y sus hijos Adrian y Gabriel"
350,Homicida,Menor de edad (14),Condenado a pena de muerte en 1876. Conmutada por cadena perpetua en aislamiento en 1876. Conmutada por cadena perpetua en 1917. Muere en prisión el 29 de septiembre de 1932,"Boston, Estados Unidos (Massachusetts)",2 - 10 +,Marzo / Abril 1874,24 de abril de 1874,29 de noviembre de 1859
351,Asesino en serie,Violador,Fue condenado a seis cadenas perpetuas el 22 de octubre de 1960. Murió en la cárcel el 27 de diciembre de 2008,"Varios lugares, Alemania",4,Febrero - Junio 1959,10 de junio de 1959,6 de julio de 1937
352,Asesino en serie,Expolicía - Violador - Necrofilia,Condenado a cadena perpetua el 13 de enero de 2015,"Angarsk, Óblast de Irkutsk, Rusia",22 - 29 +,1992 - 2000,23 de junio de 2012,7 de marzo de 1964
353,Asesino,Sacerdote y Párroco en funciones - Violador,Condenado a 17 años de prisión en noviembre de 1971. Murió el 1 de mayo de 2002,"Puerto de Sagunto, Valencia, España",1,2 de marzo de 1971,Mismo día (se entrega),23 de marzo de 1917
354,Asesino en masa,"Un albañil decidió matar a su jefe, al hijo de éste y dos empleados de la Caja de Ahorros del Mediterráneo con su rifle de cazador",Condenado a 60 años de prisión el 28 de diciembre de 2011,"Olot, Girona, España",4,15 de diciembre de 2010,Mismo día,1953
355,Asesino en serie,Venganza contra la sociedad por el asesinato de su tío,Condenado a pena de muerte el 9 de mayo de 2006,"Lahore, Pakistán",14,Junio - Julio 2005,18 de julio de 2005,1981
356,Homicida,Diagnosticado de esquizofrenia - Parricida - Provocó el descarrilamiento de tres trenes,Condenado a 20 años de internamiento en módulos psiquiátricos penitenciarios el 27 de abril de 1995,"Sant Genís de Palafolls, Barcelona, España",1,6 de febrero de 1994,Mismo día (se entrega),1973
357,Homicida,Parricida,Condenado a 6 años de internamiento en un centro de menores y 2 de libertad vigilada el 1 de junio de 2001,"Murcia, España",3,1 de abril de 2000,Dos días después,26 de diciembre de 1983
358,Asesino en serie,Sadismo - Fetichismo,Condenado a 10 cadenas perpetuas consecutivas (una por cada muerte) el 18 de agosto de 2005,"Sedgwick, Estados Unidos (Kansas)",10,1974 - 1991,25 de febrero de 2005,9 de marzo de 1945
359,Homicida,Caníbal - Descuartizamiento,Internado institución psiquiátrica el 22 de febrero de 1991,"Nueva York, Estados Unidos (Nueva York)",1,19 de agosto de 1989,18 de septiembre de 1989,1960
360,Asesino,La Policía sospecha que podría haber practicado con las víctimas algún rito relacionado con las ofrendas a la diosa inca Pachamama,Condenado a 40 años de prisión el 24 de octubre de 2014. El Tribunal Supremo elevó a 60 años la pena de prisión el 29 de julio de 2015,"Almonaster la Real, Huelva, España",2,22 de agosto de 1993,21 de septiembre de 2011 (18 años después),1959
361,Asesino en serie,Violador,"Condenado a pena de muerte el 7 de noviembre de 1989. Murió de insuficiencia hepática en el Hospital General de Marin en Greenbrae, California, el 7 de junio de 2013","Los Ángeles, Estados Unidos (California)",16 +,1984 - 1985,25 de agosto de 1985,28 de febrero de 1960
362,Asesino en serie,Tortura - Robos,Condenado a 34 años y seis meses de prisión el 9 de agosto de 2013,"Varios departamentos, Colombia",1 - 30 +,2010 - 2013,13 de diciembre de 2013,30 de septiembre de 1980
363,Asesino,Parricida,Se suicidó el mismo día arrojándose por la ventana de un noveno piso,"El Real de San Vicente, Toledo, España",3,17 de febrero de 2007,1948,"Su mujer Julia de Castro Illán, de 62 años; su madre, Salvadora Rubio Acedo, de 91, y su hijo, David Ramos de Castro, de 27"
364,Asesino,Venganza - Se sentía traicionado por su novia que le había dejado y por quienes tomaron partido por ella cuando el noviazgo se rompió,Condenado a 59 años de internamiento psiquiátrico el 30 de noviembre de 2009,"La Pobla de Vallbona, Valencia, España",3,28 de mayo de 2007,Mismo día,1985
365,Asesino en serie,Violador - Robos,Ejecutado por inyección letal en Texas el 27 de junio de 2006,"Varias, Estados Unidos (California), Estados Unidos (Florida), Estados Unidos (Georgia), Estados Unidos (Illinois), Estados Unidos (Kentucky), Estados Unidos (Texas)",15 +,1986 - 1999,13 de julio de 1999 (se entrega),1 de agosto de 1960
366,Asesino,Mutilación - Incendio,Fue condenado a cadena perpetua en 1972,"Londres, Inglaterra, Gran Bretaña",2,7 de febrero de 1972,10 de febrero de 1972,"Margaret Richmond, de 24 años, y su hijo Justin, de dos años"
367,Asesino en serie,Violador - Necrofilia,Condenado a 48 cadenas perpetuas consecutivas el 18 de diciembre de 2003,"Condado de King, Estados Unidos (Washington)",49 - 71,1982 - 1998,30 de noviembre de 2001,18 de febrero de 1949
368,Asesino en serie,Descuartizamiento - Afirmó que mataba a las prostitutas para que su padre no se sintiera tan solo en el mas allá,Condenado a 203 años de prisión por 9 asesinatos en 1994,"N. Y. City, Estados Unidos (Nueva York)",9 - 17,1989 - 1993,28 de junio de 1993,20 de enero de 1959
369,Asesino en serie,Violador - Mutilador - Mordiscos - Vampirismo,Ejecutado por fusilamiento en Ilfov el 23 de octubre de 1971,"Bucarest, Rumanía",4,1970 - 1971,27 de mayo de 1971,12 de octubre de 1946
370,Asesino,Robos y atracos,Condenado a 38 años de prisión en 1999,"Madrid / Aranjuez, España",3,1998 / 2007,4 de julio de 1998,26 de noviembre de 1968
371,Asesino,El asesinato del político Jorge Eliécer Gaitán desencadenó disturbios que destruyeron parcialmente Bogotá y llevaron a un periodo de violencia que duró aproximadamente hasta 1958,Linchado el mismo día por la multitud,"Bogotá, Colombia",1,9 de abril de 1948,4 de noviembre de 1927,Hombre (el político Jorge Eliécer Gaitán)
372,Asesino en masa,"El delirio, las alucinaciones y el recuerdo atroz de unos abusos sexuales perseguían al asesino",Roberts se suicidó disparándose en la cabeza el mismo día,"Bart Township, Estados Unidos (Pensilvania)",5,2 de octubre de 2006,7 de diciembre de 1973,"Naomi Rose Ebersol, de 7 años / Marian Stoltzfus Fisher, de 13 / Anna Mae Stoltzfus, de 12 / Lena Zook Miller, de 7 / Mary Liz Miller, de 8"
373,Asesino en serie,8 +,Condenado a pena de muerte en Kansas el 21 de enero de 2003,"Varias, Estados Unidos (Kansas), Estados Unidos (Missouri)",1984 - 2000,2 de junio de 2000,27 de diciembre de 1943,"Paula Godfrey, de 19 años / Lisa Stasi, 19 / Catherine Clampitt, 27 / Sheila Dale Faith, 45, y su hija Debbie Lynn Faith, 15 / Izabela Lewicka, 21 / Beverly Bonner, 49 / Suzette Trouten, 28"
374,Asesino en serie,"17 robos, 1 violación y 2 secuestros",Condenado a reclusión perpetua por tiempo indeterminado en 1980,"Buenos Aires, Argentina",11,1971 - 1972,4 de febrero de 1972,19 de enero de 1952
375,Asesino en masa,En venganza porque ninguna mujer le había besado y no conocía el sexo,"Según la Policía, se suicidó disparándose en la cabeza el mismo día","Isla Vista, Estados Unidos (California)",6,23 de mayo de 2014,24 de julio de 1991,"Weihan «David» Wang, de 20 años / Cheng Yuan «James» Hong, de 20 / George Chen, de 19 / Katherine Breann Cooper, de 22 /  Veronika Elizabeth Weiss, de 19 / Christopher Ross Michaels-Martinez, de 20"
376,Asesino en serie,"Robos - Drogas - Canibalismo - Persiguió y eliminó a otros criminales, descargando su instinto asesino en aquellos que él consideraba «malos»",Condenado a 128 años de prisión en 2003. Salió de la cárcel en 2007. Detenido de nuevo en 2011 por posesión ilegal de armas y por provocar varios disturbios,"Alfenas, Minas Gerais, Brasil",71 +,1968 - 2003,24 de mayo de 1973,17 de junio de 1954
377,Asesino,Ajuste de cuentas entre traficantes de droga,Condenado a 125 años de prisión el 25 de mayo de 1999,"Vilaboa, Pontevedra, España",4,21 de enero de 1997,4 de febrero de 1997,1968
378,Asesino en serie,Agresiones sexuales - Robos,"Condenado a 55 años de prisión por asesinato, violación, hurto de arma de fuego y tenencia ilícita de armas. Murió de un disparo tras ser cercado por la Guardia Civil el 19 de febrero de 1991","Tenerife, Islas Canarias, España",3,1981 / 1991,11 de noviembre de 1981,11 de diciembre de 1944
379,Asesino en serie,Violador convicto,Condenado a 440 años de prisión el 5 de diciembre de 1991. Asesinado en prisión el 25 de octubre de 2002,"Santander, España",16,1987 - 1988,19 de mayo de 1988,3 de diciembre de 1957
380,Asesino en masa,Impostor que se hacía pasar por médico - Mató a su familia porque se iba a descubrir el engaño que había mantenido durante 18 años,Condenado a cadena perpetua con posibilidad de libertad condicional tras 22 años el 2 de julio de 1996,"Prévessin-Moëns, Francia",5,9 de enero de 1993,Mismo día (intenta suicidarse),11 de febrero de 1954
381,Asesino,Intereses económicos,Fue condenado a dos penas de 30 años de reclusión mayor el 24 de enero de 1981,"Barcelona, España",2,Sep. - Oct. 1978,17 de octubre de 1978,1944
382,Asesino,Agresión sexual - Robo,Condenado a 113 años de prisión el 21 de abril de 2005,"Ciudad Real, España",3,1993 / 1998,9 de octubre de 2003,1970
383,Asesino en masa,Quería impulsar una guerra racial,En prisión a la espera de ser juzgado,"Charleston, Estados Unidos (Carolina del Sur)",9,17 de junio de 2015,18 de junio de 2015,3 de abril de 1994
384,Asesino,Junto con un amigo cometió un asesinato como parte de un juego de rol,Condenado a 42 años y 2 meses de prisión el 18 de febrero de 1997. Puesto en libertad el 14 de marzo de 2008,"Madrid, España",1,30 de abril de 1994,5 de junio de 1994,9 de diciembre de 1973
385,Asesino en serie,Violador,Ejecutado por inyección letal el 13 de mayo de 2005,"Varias, Estados Unidos (Connecticut)",8,1981 - 1984,28 de junio de 1984,26 de julio de 1959
386,Asesino,Alfred Rouse intentó simular su propia muerte para evitar el pago de las deudas,Ejecutado en la horca en Bedford el 10 de marzo de 1931,"Hardingstone, Inglaterra, Gran Bretaña",1,6 de noviembre de 1930,7 de noviembre de 1930,6 de abril de 1894
387,Asesino,Parricida - Agente de los Mossos d'Esquadra - Simuló un robo con agresión sexual,Condenado a 40 años de prisión el 6 de noviembre de 2006,"Lliçà de Vall, Barcelona, España",2,3 de mayo de 2004,7 de mayo de 2004,16 de mayo de 1970
388,Asesino en masa,José Manuel no desveló las razones del crimen. El fiscal dijo que «los motivos quedarán siempre para sí»,Condenado a 65 años de prisión el 8 de abril de 2003,"Tuéjar, Valencia, España",4,19 de noviembre de 2001,Mismo día (intenta suicidarse),1963
389,Asesino en masa,Parricidio,José María Ruiz Martínez se suicida de un disparo en la cabeza el mismo día que mata a su familia,"Madrid, España",6,1 de mayo de 1962,1918,"Su esposa, Dolores Bermúdez Fernández, y sus hijos: María Dolores, José María, Juan Carlos, Adela y Susana, de entre catorce y un año de edad"
390,Asesino,Perpetró el crimen porque estaba «poseído» por el diablo y oía voces que le ordenaban que matara a su hija,Condenado a 19 años de prisión el 15 de diciembre de 2013,"Girona, España",1,10 de noviembre de 2011,Mismo día (se entrega),1975
391,Asesino,Parricida - Descuartizamiento,"Ejecutado en la horca en la prisión de Strangeways, Manchester, el 12 mayo de 1936","Lancaster, Inglaterra, Gran Bretaña",2,15 de septiembre de 1935,13 de octubre de 1935,21 de marzo de 1899
392,Asesino en masa,Odiaba a la humanidad y a la raza humana,Se suicida disparándose en la cabeza el mismo día,"Kauhajoki, Finlandia",10,23 de septiembre de 2008,20 de mayo de 1986,"Ocho chicas, un chico y un profesor"
393,Asesino,Descuartizamiento - Conservó el cadáver en un arcón frigorífico,Condenado a 22 años de prisión el 28 de septiembre de 2015,"Zaragoza, España",1,30 de abril de 2013,12 de junio de 2013 (intentó suicidarse con un veneno para topos),1956
394,Asesino,Canibalismo - Necrofilia,"Pasó tres años escasos en un hospital de Francia y acabó siendo devuelto a Japón, donde se le declaró cuerdo y se le dejó en libertad el 12 de agosto de 1986","París, Francia",1,11 de junio de 1981,13 de junio de 1981,11 de junio de 1949
395,Asesino,Celos - Violación,Condenado a 183 años de prisión el 6 de julio de 2016,"Matapalo, Guanacaste, Costa Rica",5,14 de febrero de 2016,19 de febrero de 2016,25 de enero de 1992
396,Asesino,Quemó viva a su novia embarazada,Condenado a 19 años de prisión el 2 de abril de 2014,"Calonge, Girona, España",1,8 de octubre de 2006,Mismo día,1977
397,Asesino,Robo en un tren,Ejecutado en el garrote vil el 9 de mayo de 1924,"Toledo, España",2,11 de abril de 1924,1888,"Angel Ors Pérez, de 30 años, y Santos Lozano León, de 45 (oficiales ambulantes de correos)"
398,Asesino,Robos - «Quinqui» o «quincallero»,Condenado a pena de muerte el 28 de mayo de 1965. Pena conmutada por 30 años de reclusión el 7 de junio de 1965. Se fuga el 2 de junio de 1966. Detenido 12 días después. Se fuga 1 de enero 1971. Detenido el 2 de junio de 1973. Indultado el 18 de enero de 1981,"Madrid, España",¿1?,5 de mayo de 1965,11 de mayo de 1965,15 de abril de 1942
399,Asesino,"El móvil de los dos asesinatos «no tiene otra explicación que el mero capricho», eligiendo a sus dos víctimas «al azar, por pura casualidad»",Condenado a 34 años de prisión el 11 de octubre de 2013,"Mazarrón, Murcia, España",2,13 de noviembre de 2011,Mismo día,1968
400,Asesino,Emparedó los cadáveres en un mesón,Condenado a 72 años y seis meses de prisión el 28 de enero de 1991. Puesto en libertad en 2004,"Madrid, España",2,Agosto - Octubre 1987,Marzo 1989,25 de julio de 1956
401,Asesino,Mató a martillazos a sus caseros británicos «sin motivo»,Condenado a 39 años de prisión el 12 de abril de 2009,"Fuerteventura, Las Palmas, España",2,11 de julio de 2006,1967,"Brian Johnson, de 60 años, y su esposa Tina Jane Johnson, de 58"
402,Homicida,Menor de edad (10-16) - Pirómano,"Absuelto en noviembre de 1914 al ser considerado penalmente inimputable. Internado en el Hospicio de las Mercedes, en el pabellón de delincuentes alienados. Tras una apelación, fue ingresado en prisión el 20 de noviembre de 1905. Muere en prisión el 15 de noviembre de 1944","Buenos Aires, Argentina",4,1906 / 1912,4 de diciembre de 1912,31 de octubre de 1896
403,Asesino,Intentó asesinar a su exnovia y mató a dos hermanos de ella,Condenado a 138 años y 6 meses de prisión el 11 de octubre de 2010. Sentencia reducida en apelación a 71 años de prisión el 4 de julio de 2012,"Monterrey, Nuevo León, México",2,2 de marzo de 2006,6 de marzo de 2006,1984
404,Asesino en serie,Oficial de policía - Violador - Mutilador,Condenado a dos cadenas perpetuas en octubre de 1973. Asesinado en prisión el 3 de diciembre de 1995 por Vincent Faustino Rivera,"Varias, Estados Unidos (Florida)",2 - 9 +,1969 - 1973,7 de abril de 1973,25 de marzo de 1946
405,Asesino,Envenenador - Robo,Fue ejecutado en la horca en la prisión de Pentonville el 18 de abril de 1912,"Londres, Inglaterra, Gran Bretaña",1,14 de septiembre de 1911,4 de diciembre de 1911,1870
406,Homicida,Parricidio - Satanismo,Fue ejecutado por inyección letal el 4 de febrero de 1999,"Varias, Estados Unidos (Oklahoma)",3,1985 / 1986,6 de marzo de 1986,18 de mayo de 1969
407,¿Asesino en serie?,Agresión sexual,Condenado a muerte en Texas el 8 de noviembre de 2000. Ejecutado por inyección letal en Texas el 3 de abril de 2014,"Varias, Estados Unidos (Illinois), Estados Unidos (Missouri), Estados Unidos (Nueva York), Estados Unidos (Texas)",1 - 13 +,1980 - 1999,2 de enero de 2000,28 de junio de 1964
408,Homicida,Parricida - Malos tratos - Mató a su mujer la víspera de la vista del divorcio,Condenado a 15 años de prisión (13 años por homicidio y 2 por violencia de género habitual) el 19 de noviembre de 2010,"Villanueva de la Cañada, Madrid, España",1,23 de septiembre de 2008,Mismo día (se entrega),1942
409,Asesino en serie,¿Canibalismo? - Mutilación,Condenado a 250 años de prisión en 1991,"Rochester, Estados Unidos (Nueva York)",13,1972 / 1988 - 1990,5 de enero de 1990,6 de junio de 1945
410,Asesino en serie,Envenenador - No pudo establecerse un móvil para los asesinatos,Condenado a cadena perpetua el 31 de enero de 2000. Se suicida ahorcándose en prisión el 13 de enero de 2004,"Inglaterra, Gran Bretaña",15 - 215 +,1974 - 1975 / 1977 - 1998,7 de septiembre de 1998,14 de enero de 1946
411,Asesino,Propietario de un bar - El cuerpo no fue encontrado,Fue condenado a cadena perpetua el 14 de marzo de 1989,"Billinge, Inglaterra, Gran Bretaña",1,9 de febrero de 1988,1956,"Helen McCourt, de 22 años"
412,Homicida,Mutilación,Fue condenado a 21 años de prisión el 29 de noviembre 1961 tras considerado culpable de homicidio no premeditado con responsabilidad disminuida,"Gravesend, Inglaterra, Gran Bretaña",2,10 de septiembre de 1961,11 de septiembre de 1961,1933
413,Asesino,Banquero miembro de la logia P2,Sentenciado a 25 años de prisión el 27 de marzo de 1984. Envenenado con cianuro en su café en su celda en la prisión de Voghera el 18 de marzo de 1986,"Milán, Italia",1,11 de julio de 1979,8 de mayo de 1920,"Giorgio Ambrosoli, 45, el abogado que se encargó de liquidar los bancos de Sindona"
414,Asesino en serie,Abuso sexual - Fetichismo - Necrofilia - Fotografiaba y filmaba todo el proceso,Ejecutado con un disparo en la cabeza el 16 de septiembre de 1989,"Nevinnomyssk, Rusia",7,1964 - 1985,28 de diciembre de 1985,28 de diciembre de 1938
415,Asesino en masa,Robos - Uno de los asesinos que inspiraron la novela «A sangre fría» de Truman Capote,Ejecutado por ahorcamiento en la prisión de Lansing el 14 de abril de 1965,"Holcomb, Estados Unidos (Kansas)",4,14 de noviembre de 1959,30 de diciembre de 1959,27 de octubre de 1928
